run_id,window_id,timestamp,condition,speed_configuration,sample_rate,sample_count,axis,unit,source,rms,peak_to_peak,crest_factor,dominant_frequency,band_energy,label
fan_normal_00,0,1.0,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03345766887454568,0.11288004056677059,1.7229551968994143,50.0,0.001095139499867732,0
fan_normal_00,1,1.89,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.030688438741242826,0.10157875933412086,1.6925731937653716,50.0,0.0009328645024118901,0
fan_normal_00,2,2.78,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03307198363259025,0.11495101617657721,1.7461508075087857,50.0,0.0010905711937150401,0
fan_normal_00,3,3.67,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.031458827949847376,0.1015098655638661,1.622979745889273,50.0,0.0009881244038165674,0
fan_normal_00,4,4.56,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.034597769369390116,0.11347855819133157,1.6422667328154574,50.0,0.0011876465399864552,0
fan_normal_00,5,5.45,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.030602039795653325,0.10838510721437267,1.7869610479446845,50.0,0.0009311213883404206,0
fan_normal_00,6,6.34,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03436225512530204,0.11052486346098056,1.641349731281043,50.0,0.001158839564607216,0
fan_normal_00,7,7.23,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03174353038796814,0.10729210034453651,1.7267903566825318,50.0,0.0009802889391894865,0
fan_normal_02,0,1.0,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03219916536152278,0.10447863531148227,1.6436828058551725,50.0,0.0010193552812108341,0
fan_normal_02,1,1.89,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03199369381251931,0.10967220655680388,1.7652787968282377,50.0,0.0010378469703060588,0
fan_normal_02,2,2.78,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.032417614088736606,0.10851508463625081,1.7080665848706509,50.0,0.001046465620065313,0
fan_normal_02,3,3.67,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.029905902046640655,0.10248161808095435,1.7246763065602124,50.0,0.0008860155748867476,0
fan_normal_02,4,4.56,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03426674177485873,0.11076410366257228,1.6232460227015977,50.0,0.0011724035677346742,0
fan_normal_02,5,5.45,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.031146162144230664,0.10378131629582765,1.6830177955352268,50.0,0.0009640504863982056,0
fan_normal_02,6,6.34,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03080583247113472,0.10159572581183751,1.663734854091797,50.0,0.0009300532355862383,0
fan_normal_02,7,7.23,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.0327017563119776,0.1090712367527874,1.6905842796677266,50.0,0.0010793044192756091,0
fan_normal_04,0,1.0,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.02965868869377595,0.09710080420809108,1.6420384301766178,50.0,0.0008587446063668989,0
fan_normal_04,1,1.89,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.0321524264664743,0.10987278189959959,1.7448461429161153,50.0,0.0010419911849194846,0
fan_normal_04,2,2.78,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.031110133696725415,0.10075017737453262,1.6330091502872968,50.0,0.0009610083380547133,0
fan_normal_04,3,3.67,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.029642088758429917,0.09970429022202454,1.6876857944655612,50.0,0.0008609680558244453,0
fan_normal_04,4,4.56,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03030139832413086,0.10032394491731833,1.6580087954982963,50.0,0.0009260761627640381,0
fan_normal_04,5,5.45,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.033900502749457224,0.1092788150347701,1.6156741404992958,50.0,0.0011606660442208458,0
fan_normal_04,6,6.34,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.02995369660733094,0.10396591600361171,1.7406811237308157,50.0,0.0009003275354355479,0
fan_normal_04,7,7.23,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03218418337807094,0.1075249001811267,1.7363804194603094,50.0,0.0010139353881690083,0
fan_normal_05,0,1.0,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.031133464167254238,0.10170826010641809,1.645525492433335,50.0,0.0009526525510595676,0
fan_normal_05,1,1.89,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.034263781892016267,0.11485844421411562,1.7543773482600422,50.0,0.001175669993793789,0
fan_normal_05,2,2.78,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03192872564697138,0.10254659216899897,1.6289944657162354,50.0,0.0010069966326746672,0
fan_normal_05,3,3.67,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03097236925730614,0.10241757256199502,1.6655686419818534,50.0,0.0009432453809549634,0
fan_normal_05,4,4.56,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03171472218877486,0.10412745981347404,1.6507612833586072,50.0,0.001001876826198879,0
fan_normal_05,5,5.45,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03480929247188285,0.11441520742165845,1.688319412611888,50.0,0.0012066337288042523,0
fan_normal_05,6,6.34,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.034808849865788756,0.11218603981776953,1.6161610835473594,50.0,0.001175243439683753,0
fan_normal_05,7,7.23,normal,demo_fixed_speed,800.0,512,z,g,simulated,0.03175636700455684,0.10477424868094998,1.665979146925944,50.0,0.0009946201333979993,0
fan_abnormal_00,0,1.0,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.07410532825622156,0.22236857076314176,1.5104793803443464,50.0,0.005462023158267343,1
fan_abnormal_00,1,1.89,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.07370196611165024,0.221729411765883,1.5068687842583222,50.0,0.005369626918683874,1
fan_abnormal_00,2,2.78,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.06475737028301605,0.1996897573692742,1.542925425709085,50.0,0.004203495713136605,1
fan_abnormal_00,3,3.67,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.06405705595065204,0.19828460719525554,1.5586437952984693,50.0,0.004079520234415903,1
fan_abnormal_00,4,4.56,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.07037039082432375,0.21974512369662258,1.6140566199712776,50.0,0.0049415628507600085,1
fan_abnormal_00,5,5.45,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.06597105744631626,0.20497604189997787,1.600554313924763,50.0,0.004340825046312264,1
fan_abnormal_00,6,6.34,imbalance,demo_fixed_speed,800.0,512,z,g,simulated,0.06789857281348333,0.20658892612032342,1.5476023377975676,50.0,0.004595404503257971,1
